vid,did,vid_hex,did_hex,family,source
4238,25361,108E,6311,GenericPCI,pci_ids
4238,25362,108E,6312,GenericPCI,pci_ids
4238,25363,108E,6313,GenericPCI,pci_ids
4238,25376,108E,6320,GenericPCI,pci_ids
4238,25379,108E,6323,GenericPCI,pci_ids
4238,25392,108E,6330,GenericPCI,pci_ids
4238,25393,108E,6331,GenericPCI,pci_ids
4238,25394,108E,6332,GenericPCI,pci_ids
4238,25395,108E,6333,GenericPCI,pci_ids
4238,25408,108E,6340,GenericPCI,pci_ids
4238,25411,108E,6343,GenericPCI,pci_ids
4238,25424,108E,6350,GenericPCI,pci_ids
4238,25427,108E,6353,GenericPCI,pci_ids
4238,26402,108E,6722,GenericPCI,pci_ids
4238,26478,108E,676E,GenericPCI,pci_ids
4238,28771,108E,7063,GenericPCI,pci_ids
4238,32768,108E,8000,GenericPCI,pci_ids
4238,32769,108E,8001,GenericPCI,pci_ids
4238,32770,108E,8002,GenericPCI,pci_ids
4238,33008,108E,80F0,GenericPCI,pci_ids
4238,33016,108E,80F8,GenericPCI,pci_ids
4238,36880,108E,9010,GenericPCI,pci_ids
4238,36896,108E,9020,GenericPCI,pci_ids
4238,37122,108E,9102,GenericPCI,pci_ids
4238,40960,108E,A000,GenericPCI,pci_ids
4238,40961,108E,A001,GenericPCI,pci_ids
4238,43009,108E,A801,GenericPCI,pci_ids
4238,43690,108E,AAAA,GenericPCI,pci_ids
4238,43962,108E,ABBA,GenericPCI,pci_ids
4238,43981,108E,ABCD,GenericPCI,pci_ids
4238,50198,108E,C416,GenericPCI,pci_ids
4240,17936,1090,4610,GenericPCI,pci_ids
4240,17952,1090,4620,GenericPCI,pci_ids
4241,32,1091,0020,GenericPCI,pci_ids
4241,33,1091,0021,GenericPCI,pci_ids
4241,64,1091,0040,GenericPCI,pci_ids
4241,65,1091,0041,GenericPCI,pci_ids
4241,96,1091,0060,GenericPCI,pci_ids
4241,228,1091,00E4,GenericPCI,pci_ids
4241,1824,1091,0720,GenericPCI,pci_ids
4241,1920,1091,0780,GenericPCI,pci_ids
4241,1952,1091,07A0,GenericPCI,pci_ids
4241,4241,1091,1091,GenericPCI,pci_ids
4242,40,1092,0028,GenericPCI,pci_ids
4242,4242,1092,1092,GenericPCI,pci_ids
4242,160,1092,00A0,GenericPCI,pci_ids
4242,168,1092,00A8,GenericPCI,pci_ids
4242,1360,1092,0550,GenericPCI,pci_ids
4242,2260,1092,08D4,GenericPCI,pci_ids
4242,2380,1092,094C,GenericPCI,pci_ids
4242,4097,1092,1001,GenericPCI,pci_ids
4242,24864,1092,6120,GenericPCI,pci_ids
4242,34832,1092,8810,GenericPCI,pci_ids
4242,34833,1092,8811,GenericPCI,pci_ids
4242,34944,1092,8880,GenericPCI,pci_ids
4242,34945,1092,8881,GenericPCI,pci_ids
4242,34992,1092,88B0,GenericPCI,pci_ids
4242,34993,1092,88B1,GenericPCI,pci_ids
4242,35008,1092,88C0,GenericPCI,pci_ids
4242,35009,1092,88C1,GenericPCI,pci_ids
4242,35024,1092,88D0,GenericPCI,pci_ids
4242,35025,1092,88D1,GenericPCI,pci_ids
4242,35056,1092,88F0,GenericPCI,pci_ids
4242,35057,1092,88F1,GenericPCI,pci_ids
4242,39321,1092,9999,GenericPCI,pci_ids
4243,352,1093,0160,GenericPCI,pci_ids
4243,354,1093,0162,GenericPCI,pci_ids
4243,4065,1093,0FE1,GenericPCI,pci_ids
4243,4432,1093,1150,GenericPCI,pci_ids
4243,4464,1093,1170,GenericPCI,pci_ids
4243,4480,1093,1180,GenericPCI,pci_ids
4243,4496,1093,1190,GenericPCI,pci_ids
4243,4528,1093,11B0,GenericPCI,pci_ids
4243,4544,1093,11C0,GenericPCI,pci_ids
4243,4560,1093,11D0,GenericPCI,pci_ids
4243,4720,1093,1270,GenericPCI,pci_ids
4243,4752,1093,1290,GenericPCI,pci_ids
4243,4784,1093,12B0,GenericPCI,pci_ids
4243,4880,1093,1310,GenericPCI,pci_ids
4243,4896,1093,1320,GenericPCI,pci_ids
4243,4912,1093,1330,GenericPCI,pci_ids
4243,4928,1093,1340,GenericPCI,pci_ids
4243,4944,1093,1350,GenericPCI,pci_ids
4243,4960,1093,1360,GenericPCI,pci_ids
4243,5056,1093,13C0,GenericPCI,pci_ids
4243,5264,1093,1490,GenericPCI,pci_ids
4243,5344,1093,14E0,GenericPCI,pci_ids
4243,5360,1093,14F0,GenericPCI,pci_ids
4243,5504,1093,1580,GenericPCI,pci_ids
4243,5552,1093,15B0,GenericPCI,pci_ids
4243,5904,1093,1710,GenericPCI,pci_ids
4243,6080,1093,17C0,GenericPCI,pci_ids
4243,6096,1093,17D0,GenericPCI,pci_ids
4243,6256,1093,1870,GenericPCI,pci_ids
4243,6272,1093,1880,GenericPCI,pci_ids
4243,6320,1093,18B0,GenericPCI,pci_ids
4243,6336,1093,18C0,GenericPCI,pci_ids
4243,6432,1093,1920,GenericPCI,pci_ids
4243,6448,1093,1930,GenericPCI,pci_ids
4243,6592,1093,19C0,GenericPCI,pci_ids
4243,6816,1093,1AA0,GenericPCI,pci_ids
4243,6864,1093,1AD0,GenericPCI,pci_ids
4243,6880,1093,1AE0,GenericPCI,pci_ids
4243,7728,1093,1E30,GenericPCI,pci_ids
4243,7744,1093,1E40,GenericPCI,pci_ids
4243,7760,1093,1E50,GenericPCI,pci_ids
4243,9232,1093,2410,GenericPCI,pci_ids
4243,9248,1093,2420,GenericPCI,pci_ids
4243,9264,1093,2430,GenericPCI,pci_ids
4243,9328,1093,2470,GenericPCI,pci_ids
4243,9376,1093,24A0,GenericPCI,pci_ids
4243,9392,1093,24B0,GenericPCI,pci_ids
4243,9456,1093,24F0,GenericPCI,pci_ids
4243,9488,1093,2510,GenericPCI,pci_ids
4243,9504,1093,2520,GenericPCI,pci_ids
4243,10144,1093,27A0,GenericPCI,pci_ids
4243,10160,1093,27B0,GenericPCI,pci_ids
4243,10368,1093,2880,GenericPCI,pci_ids
4243,10384,1093,2890,GenericPCI,pci_ids
4243,10400,1093,28A0,GenericPCI,pci_ids
4243,10416,1093,28B0,GenericPCI,pci_ids
4243,10432,1093,28C0,GenericPCI,pci_ids
4243,10448,1093,28D0,GenericPCI,pci_ids
4243,10464,1093,28E0,GenericPCI,pci_ids
4243,10736,1093,29F0,GenericPCI,pci_ids
4243,10752,1093,2A00,GenericPCI,pci_ids
4243,10848,1093,2A60,GenericPCI,pci_ids
4243,10864,1093,2A70,GenericPCI,pci_ids
4243,10880,1093,2A80,GenericPCI,pci_ids
4243,10928,1093,2AB0,GenericPCI,pci_ids
4243,11024,1093,2B10,GenericPCI,pci_ids
4243,11040,1093,2B20,GenericPCI,pci_ids
4243,11136,1093,2B80,GenericPCI,pci_ids
4243,11152,1093,2B90,GenericPCI,pci_ids
4243,11360,1093,2C60,GenericPCI,pci_ids
4243,11376,1093,2C70,GenericPCI,pci_ids
4243,11392,1093,2C80,GenericPCI,pci_ids
4243,11408,1093,2C90,GenericPCI,pci_ids
4243,11424,1093,2CA0,GenericPCI,pci_ids
4243,11440,1093,2CB0,GenericPCI,pci_ids
4243,11456,1093,2CC0,GenericPCI,pci_ids
4243,11552,1093,2D20,GenericPCI,pci_ids
4243,11696,1093,2DB0,GenericPCI,pci_ids
4243,11712,1093,2DC0,GenericPCI,pci_ids
4243,11728,1093,2DD0,GenericPCI,pci_ids
4243,11952,1093,2EB0,GenericPCI,pci_ids
4243,11968,1093,2EC0,GenericPCI,pci_ids
4243,11984,1093,2ED0,GenericPCI,pci_ids
4243,12000,1093,2EE0,GenericPCI,pci_ids
4243,12016,1093,2EF0,GenericPCI,pci_ids
4243,12241,1093,2FD1,GenericPCI,pci_ids
4243,12242,1093,2FD2,GenericPCI,pci_ids
4243,12243,1093,2FD3,GenericPCI,pci_ids
4243,12245,1093,2FD5,GenericPCI,pci_ids
4243,12246,1093,2FD6,GenericPCI,pci_ids
4243,28675,1093,7003,GenericPCI,pci_ids
4243,28676,1093,7004,GenericPCI,pci_ids
4243,28683,1093,700B,GenericPCI,pci_ids
4243,28684,1093,700C,GenericPCI,pci_ids
4243,28698,1093,701A,GenericPCI,pci_ids
4243,28699,1093,701B,GenericPCI,pci_ids
4243,28707,1093,7023,GenericPCI,pci_ids
4243,28711,1093,7027,GenericPCI,pci_ids
4243,28716,1093,702C,GenericPCI,pci_ids
4243,28717,1093,702D,GenericPCI,pci_ids
4243,28718,1093,702E,GenericPCI,pci_ids
4243,28719,1093,702F,GenericPCI,pci_ids
4243,28720,1093,7030,GenericPCI,pci_ids
4243,28721,1093,7031,GenericPCI,pci_ids
4243,28722,1093,7032,GenericPCI,pci_ids
4243,28723,1093,7033,GenericPCI,pci_ids
4243,28724,1093,7034,GenericPCI,pci_ids
4243,28725,1093,7035,GenericPCI,pci_ids
4243,28726,1093,7036,GenericPCI,pci_ids
4243,28727,1093,7037,GenericPCI,pci_ids
4243,28728,1093,7038,GenericPCI,pci_ids
4243,28729,1093,7039,GenericPCI,pci_ids
4243,28735,1093,703F,GenericPCI,pci_ids
4243,28736,1093,7040,GenericPCI,pci_ids
4243,28740,1093,7044,GenericPCI,pci_ids
4243,28743,1093,7047,GenericPCI,pci_ids
4243,28748,1093,704C,GenericPCI,pci_ids
4243,28751,1093,704F,GenericPCI,pci_ids
4243,28752,1093,7050,GenericPCI,pci_ids
4243,28757,1093,7055,GenericPCI,pci_ids
4243,28758,1093,7056,GenericPCI,pci_ids
4243,28762,1093,705A,GenericPCI,pci_ids
4243,28763,1093,705B,GenericPCI,pci_ids
4243,28764,1093,705C,GenericPCI,pci_ids
4243,28765,1093,705D,GenericPCI,pci_ids
4243,28766,1093,705E,GenericPCI,pci_ids
4243,28768,1093,7060,GenericPCI,pci_ids
4243,28772,1093,7064,GenericPCI,pci_ids
4243,28773,1093,7065,GenericPCI,pci_ids
4243,28774,1093,7066,GenericPCI,pci_ids
4243,28775,1093,7067,GenericPCI,pci_ids
4243,28776,1093,7068,GenericPCI,pci_ids
4243,28777,1093,7069,GenericPCI,pci_ids
4243,28778,1093,706A,GenericPCI,pci_ids
4243,28779,1093,706B,GenericPCI,pci_ids
4243,28787,1093,7073,GenericPCI,pci_ids
4243,28788,1093,7074,GenericPCI,pci_ids
4243,28789,1093,7075,GenericPCI,pci_ids
4243,28790,1093,7076,GenericPCI,pci_ids
4243,28796,1093,707C,GenericPCI,pci_ids
4243,28798,1093,707E,GenericPCI,pci_ids
4243,28800,1093,7080,GenericPCI,pci_ids
4243,28801,1093,7081,GenericPCI,pci_ids
4243,28803,1093,7083,GenericPCI,pci_ids
4243,28805,1093,7085,GenericPCI,pci_ids
4243,28806,1093,7086,GenericPCI,pci_ids
4243,28807,1093,7087,GenericPCI,pci_ids
4243,28808,1093,7088,GenericPCI,pci_ids
4243,28812,1093,708C,GenericPCI,pci_ids
4243,28813,1093,708D,GenericPCI,pci_ids
4243,28841,1093,70A9,GenericPCI,pci_ids
4243,28842,1093,70AA,GenericPCI,pci_ids
4243,28843,1093,70AB,GenericPCI,pci_ids
4243,28844,1093,70AC,GenericPCI,pci_ids
4243,28845,1093,70AD,GenericPCI,pci_ids
4243,28846,1093,70AE,GenericPCI,pci_ids
4243,28847,1093,70AF,GenericPCI,pci_ids
4243,28848,1093,70B0,GenericPCI,pci_ids
4243,28849,1093,70B1,GenericPCI,pci_ids
4243,28850,1093,70B2,GenericPCI,pci_ids
4243,28851,1093,70B3,GenericPCI,pci_ids
4243,28852,1093,70B4,GenericPCI,pci_ids
4243,28853,1093,70B5,GenericPCI,pci_ids
4243,28854,1093,70B6,GenericPCI,pci_ids
4243,28855,1093,70B7,GenericPCI,pci_ids
4243,28856,1093,70B8,GenericPCI,pci_ids
4243,28857,1093,70B9,GenericPCI,pci_ids
4243,28858,1093,70BA,GenericPCI,pci_ids
4243,28859,1093,70BB,GenericPCI,pci_ids
4243,28860,1093,70BC,GenericPCI,pci_ids
4243,28861,1093,70BD,GenericPCI,pci_ids
4243,28862,1093,70BE,GenericPCI,pci_ids
4243,28863,1093,70BF,GenericPCI,pci_ids
4243,28864,1093,70C0,GenericPCI,pci_ids
4243,28867,1093,70C3,GenericPCI,pci_ids
4243,28868,1093,70C4,GenericPCI,pci_ids
4243,28869,1093,70C5,GenericPCI,pci_ids
4243,28870,1093,70C6,GenericPCI,pci_ids
4243,28871,1093,70C7,GenericPCI,pci_ids
4243,28872,1093,70C8,GenericPCI,pci_ids
4243,28873,1093,70C9,GenericPCI,pci_ids
4243,28874,1093,70CA,GenericPCI,pci_ids
4243,28876,1093,70CC,GenericPCI,pci_ids
4243,28877,1093,70CD,GenericPCI,pci_ids
4243,28878,1093,70CE,GenericPCI,pci_ids
4243,28879,1093,70CF,GenericPCI,pci_ids
4243,28880,1093,70D0,GenericPCI,pci_ids
4243,28881,1093,70D1,GenericPCI,pci_ids
4243,28882,1093,70D2,GenericPCI,pci_ids
4243,28883,1093,70D3,GenericPCI,pci_ids
4243,28884,1093,70D4,GenericPCI,pci_ids
4243,28886,1093,70D6,GenericPCI,pci_ids
4243,28887,1093,70D7,GenericPCI,pci_ids
4243,28888,1093,70D8,GenericPCI,pci_ids
4243,28889,1093,70D9,GenericPCI,pci_ids
4243,28890,1093,70DA,GenericPCI,pci_ids
4243,28891,1093,70DB,GenericPCI,pci_ids
4243,28892,1093,70DC,GenericPCI,pci_ids
4243,28893,1093,70DD,GenericPCI,pci_ids
4243,28894,1093,70DE,GenericPCI,pci_ids
4243,28895,1093,70DF,GenericPCI,pci_ids
4243,28896,1093,70E0,GenericPCI,pci_ids
4243,28897,1093,70E1,GenericPCI,pci_ids
4243,28898,1093,70E2,GenericPCI,pci_ids
4243,28899,1093,70E3,GenericPCI,pci_ids
4243,28900,1093,70E4,GenericPCI,pci_ids
4243,28901,1093,70E5,GenericPCI,pci_ids
4243,28902,1093,70E6,GenericPCI,pci_ids
4243,28903,1093,70E7,GenericPCI,pci_ids
4243,28904,1093,70E8,GenericPCI,pci_ids
4243,28905,1093,70E9,GenericPCI,pci_ids
4243,28906,1093,70EA,GenericPCI,pci_ids
4243,28907,1093,70EB,GenericPCI,pci_ids
4243,28908,1093,70EC,GenericPCI,pci_ids
4243,28909,1093,70ED,GenericPCI,pci_ids
4243,28910,1093,70EE,GenericPCI,pci_ids
4243,28911,1093,70EF,GenericPCI,pci_ids
4243,28912,1093,70F0,GenericPCI,pci_ids
4243,28913,1093,70F1,GenericPCI,pci_ids
4243,28914,1093,70F2,GenericPCI,pci_ids
4243,28915,1093,70F3,GenericPCI,pci_ids
4243,28918,1093,70F6,GenericPCI,pci_ids
4243,28919,1093,70F7,GenericPCI,pci_ids
4243,28920,1093,70F8,GenericPCI,pci_ids
4243,28927,1093,70FF,GenericPCI,pci_ids
4243,28928,1093,7100,GenericPCI,pci_ids
4243,28932,1093,7104,GenericPCI,pci_ids
4243,28933,1093,7105,GenericPCI,pci_ids
4243,28938,1093,710A,GenericPCI,pci_ids
4243,28941,1093,710D,GenericPCI,pci_ids
4243,28942,1093,710E,GenericPCI,pci_ids
4243,28943,1093,710F,GenericPCI,pci_ids
4243,28944,1093,7110,GenericPCI,pci_ids
4243,28945,1093,7111,GenericPCI,pci_ids
4243,28953,1093,7119,GenericPCI,pci_ids
4243,28954,1093,711A,GenericPCI,pci_ids
4243,28955,1093,711B,GenericPCI,pci_ids
4243,28956,1093,711C,GenericPCI,pci_ids
4243,28960,1093,7120,GenericPCI,pci_ids
4243,28961,1093,7121,GenericPCI,pci_ids
4243,28962,1093,7122,GenericPCI,pci_ids
4243,28963,1093,7123,GenericPCI,pci_ids
4243,28964,1093,7124,GenericPCI,pci_ids
4243,28965,1093,7125,GenericPCI,pci_ids
4243,28966,1093,7126,GenericPCI,pci_ids
4243,28967,1093,7127,GenericPCI,pci_ids
4243,28968,1093,7128,GenericPCI,pci_ids
4243,28983,1093,7137,GenericPCI,pci_ids
4243,28988,1093,713C,GenericPCI,pci_ids
4243,28989,1093,713D,GenericPCI,pci_ids
4243,28994,1093,7142,GenericPCI,pci_ids
4243,28996,1093,7144,GenericPCI,pci_ids
4243,28997,1093,7145,GenericPCI,pci_ids
4243,28998,1093,7146,GenericPCI,pci_ids
4243,28999,1093,7147,GenericPCI,pci_ids
4243,29000,1093,7148,GenericPCI,pci_ids
4243,29001,1093,7149,GenericPCI,pci_ids
4243,29004,1093,714C,GenericPCI,pci_ids
4243,29005,1093,714D,GenericPCI,pci_ids
4243,29008,1093,7150,GenericPCI,pci_ids
4243,29010,1093,7152,GenericPCI,pci_ids
4243,29014,1093,7156,GenericPCI,pci_ids
4243,29021,1093,715D,GenericPCI,pci_ids
4243,29031,1093,7167,GenericPCI,pci_ids
4243,29032,1093,7168,GenericPCI,pci_ids
4243,29035,1093,716B,GenericPCI,pci_ids
4243,29036,1093,716C,GenericPCI,pci_ids
4243,29037,1093,716D,GenericPCI,pci_ids
4243,29039,1093,716F,GenericPCI,pci_ids
4243,29040,1093,7170,GenericPCI,pci_ids
4243,29041,1093,7171,GenericPCI,pci_ids
4243,29044,1093,7174,GenericPCI,pci_ids
4243,29047,1093,7177,GenericPCI,pci_ids
4243,29053,1093,717D,GenericPCI,pci_ids
4243,29055,1093,717F,GenericPCI,pci_ids
4243,29063,1093,7187,GenericPCI,pci_ids
4243,29067,1093,718B,GenericPCI,pci_ids
4243,29068,1093,718C,GenericPCI,pci_ids
4243,29073,1093,7191,GenericPCI,pci_ids
4243,29075,1093,7193,GenericPCI,pci_ids
4243,29076,1093,7194,GenericPCI,pci_ids
4243,29077,1093,7195,GenericPCI,pci_ids
4243,29079,1093,7197,GenericPCI,pci_ids
4243,29080,1093,7198,GenericPCI,pci_ids
4243,29087,1093,719F,GenericPCI,pci_ids
4243,29088,1093,71A0,GenericPCI,pci_ids
4243,29091,1093,71A3,GenericPCI,pci_ids
4243,29092,1093,71A4,GenericPCI,pci_ids
4243,29093,1093,71A5,GenericPCI,pci_ids
4243,29095,1093,71A7,GenericPCI,pci_ids
4243,29097,1093,71A9,GenericPCI,pci_ids
4243,29098,1093,71AA,GenericPCI,pci_ids
4243,29099,1093,71AB,GenericPCI,pci_ids
4243,29100,1093,71AC,GenericPCI,pci_ids
4243,29101,1093,71AD,GenericPCI,pci_ids
4243,29102,1093,71AE,GenericPCI,pci_ids
4243,29111,1093,71B7,GenericPCI,pci_ids
4243,29112,1093,71B8,GenericPCI,pci_ids
4243,29113,1093,71B9,GenericPCI,pci_ids
4243,29115,1093,71BB,GenericPCI,pci_ids
4243,29116,1093,71BC,GenericPCI,pci_ids
4243,29119,1093,71BF,GenericPCI,pci_ids
4243,29125,1093,71C5,GenericPCI,pci_ids
4243,29126,1093,71C6,GenericPCI,pci_ids
4243,29127,1093,71C7,GenericPCI,pci_ids
4243,29148,1093,71DC,GenericPCI,pci_ids
4243,29152,1093,71E0,GenericPCI,pci_ids
4243,29153,1093,71E1,GenericPCI,pci_ids
4243,29154,1093,71E2,GenericPCI,pci_ids
4243,29155,1093,71E3,GenericPCI,pci_ids
4243,29180,1093,71FC,GenericPCI,pci_ids
4243,29193,1093,7209,GenericPCI,pci_ids
4243,29194,1093,720A,GenericPCI,pci_ids
4243,29195,1093,720B,GenericPCI,pci_ids
4243,29196,1093,720C,GenericPCI,pci_ids
4243,29280,1093,7260,GenericPCI,pci_ids
4243,29281,1093,7261,GenericPCI,pci_ids
4243,29293,1093,726D,GenericPCI,pci_ids
4243,29299,1093,7273,GenericPCI,pci_ids
4243,29300,1093,7274,GenericPCI,pci_ids
4243,29305,1093,7279,GenericPCI,pci_ids
4243,29306,1093,727A,GenericPCI,pci_ids
4243,29307,1093,727B,GenericPCI,pci_ids
4243,29308,1093,727C,GenericPCI,pci_ids
4243,29310,1093,727E,GenericPCI,pci_ids
4243,4243,1093,1093,GenericPCI,pci_ids
4243,29313,1093,7281,GenericPCI,pci_ids
4243,29314,1093,7282,GenericPCI,pci_ids
4243,29315,1093,7283,GenericPCI,pci_ids
4243,29320,1093,7288,GenericPCI,pci_ids
4243,29331,1093,7293,GenericPCI,pci_ids
4243,29341,1093,729D,GenericPCI,pci_ids
4243,29348,1093,72A4,GenericPCI,pci_ids
4243,29351,1093,72A7,GenericPCI,pci_ids
4243,29352,1093,72A8,GenericPCI,pci_ids
4243,29353,1093,72A9,GenericPCI,pci_ids
4243,29354,1093,72AA,GenericPCI,pci_ids
4243,29355,1093,72AB,GenericPCI,pci_ids
4243,29368,1093,72B8,GenericPCI,pci_ids
4243,29392,1093,72D0,GenericPCI,pci_ids
4243,29393,1093,72D1,GenericPCI,pci_ids
4243,29394,1093,72D2,GenericPCI,pci_ids
4243,29395,1093,72D3,GenericPCI,pci_ids
4243,29396,1093,72D4,GenericPCI,pci_ids
4243,29397,1093,72D5,GenericPCI,pci_ids
4243,29398,1093,72D6,GenericPCI,pci_ids
4243,29399,1093,72D7,GenericPCI,pci_ids
4243,29400,1093,72D8,GenericPCI,pci_ids
4243,29401,1093,72D9,GenericPCI,pci_ids
4243,29416,1093,72E8,GenericPCI,pci_ids
4243,29417,1093,72E9,GenericPCI,pci_ids
4243,29423,1093,72EF,GenericPCI,pci_ids
4243,29424,1093,72F0,GenericPCI,pci_ids
4243,29435,1093,72FB,GenericPCI,pci_ids
4243,29454,1093,730E,GenericPCI,pci_ids
4243,29455,1093,730F,GenericPCI,pci_ids
4243,29456,1093,7310,GenericPCI,pci_ids
4243,29468,1093,731C,GenericPCI,pci_ids
4243,29469,1093,731D,GenericPCI,pci_ids
4243,29474,1093,7322,GenericPCI,pci_ids
4243,29479,1093,7327,GenericPCI,pci_ids
4243,29484,1093,732C,GenericPCI,pci_ids
4243,29489,1093,7331,GenericPCI,pci_ids
4243,29490,1093,7332,GenericPCI,pci_ids
4243,29491,1093,7333,GenericPCI,pci_ids
4243,29493,1093,7335,GenericPCI,pci_ids
4243,29494,1093,7336,GenericPCI,pci_ids
4243,29506,1093,7342,GenericPCI,pci_ids
4243,29513,1093,7349,GenericPCI,pci_ids
4243,29514,1093,734A,GenericPCI,pci_ids
4243,29527,1093,7357,GenericPCI,pci_ids
4243,29529,1093,7359,GenericPCI,pci_ids
4243,29552,1093,7370,GenericPCI,pci_ids
4243,29555,1093,7373,GenericPCI,pci_ids
4243,29556,1093,7374,GenericPCI,pci_ids
4243,29557,1093,7375,GenericPCI,pci_ids
4243,29560,1093,7378,GenericPCI,pci_ids
4243,29565,1093,737D,GenericPCI,pci_ids
4243,29572,1093,7384,GenericPCI,pci_ids
4243,29573,1093,7385,GenericPCI,pci_ids
4243,29574,1093,7386,GenericPCI,pci_ids
4243,29575,1093,7387,GenericPCI,pci_ids
4243,29584,1093,7390,GenericPCI,pci_ids
4243,29585,1093,7391,GenericPCI,pci_ids
4243,29586,1093,7392,GenericPCI,pci_ids
4243,29587,1093,7393,GenericPCI,pci_ids
4243,29588,1093,7394,GenericPCI,pci_ids
4243,29591,1093,7397,GenericPCI,pci_ids
4243,29592,1093,7398,GenericPCI,pci_ids
4243,29593,1093,7399,GenericPCI,pci_ids
4243,29594,1093,739A,GenericPCI,pci_ids
4243,29595,1093,739B,GenericPCI,pci_ids
4243,29601,1093,73A1,GenericPCI,pci_ids
4243,29602,1093,73A2,GenericPCI,pci_ids
4243,29605,1093,73A5,GenericPCI,pci_ids
4243,29607,1093,73A7,GenericPCI,pci_ids
4243,29608,1093,73A8,GenericPCI,pci_ids
4243,29609,1093,73A9,GenericPCI,pci_ids
4243,29610,1093,73AA,GenericPCI,pci_ids
4243,29611,1093,73AB,GenericPCI,pci_ids
4243,29612,1093,73AC,GenericPCI,pci_ids
4243,29613,1093,73AD,GenericPCI,pci_ids
4243,29615,1093,73AF,GenericPCI,pci_ids
4243,29617,1093,73B1,GenericPCI,pci_ids
4243,29618,1093,73B2,GenericPCI,pci_ids
4243,29619,1093,73B3,GenericPCI,pci_ids
4243,29620,1093,73B4,GenericPCI,pci_ids
4243,29621,1093,73B5,GenericPCI,pci_ids
4243,29622,1093,73B6,GenericPCI,pci_ids
4243,29623,1093,73B7,GenericPCI,pci_ids
4243,29624,1093,73B8,GenericPCI,pci_ids
4243,29625,1093,73B9,GenericPCI,pci_ids
4243,29626,1093,73BA,GenericPCI,pci_ids
4243,29627,1093,73BB,GenericPCI,pci_ids
4243,29629,1093,73BD,GenericPCI,pci_ids
4243,29631,1093,73BF,GenericPCI,pci_ids
4243,29632,1093,73C0,GenericPCI,pci_ids
4243,29633,1093,73C1,GenericPCI,pci_ids
4243,29634,1093,73C2,GenericPCI,pci_ids
4243,29635,1093,73C3,GenericPCI,pci_ids
4243,29637,1093,73C5,GenericPCI,pci_ids
4243,29638,1093,73C6,GenericPCI,pci_ids
4243,29640,1093,73C8,GenericPCI,pci_ids
4243,29641,1093,73C9,GenericPCI,pci_ids
4243,29642,1093,73CA,GenericPCI,pci_ids
4243,29643,1093,73CB,GenericPCI,pci_ids
4243,29644,1093,73CC,GenericPCI,pci_ids
4243,29653,1093,73D5,GenericPCI,pci_ids
4243,29654,1093,73D6,GenericPCI,pci_ids
4243,29655,1093,73D7,GenericPCI,pci_ids
4243,29665,1093,73E1,GenericPCI,pci_ids
4243,29676,1093,73EC,GenericPCI,pci_ids
4243,29677,1093,73ED,GenericPCI,pci_ids
4243,29680,1093,73F0,GenericPCI,pci_ids
4243,29681,1093,73F1,GenericPCI,pci_ids
4243,29684,1093,73F4,GenericPCI,pci_ids
4243,29686,1093,73F6,GenericPCI,pci_ids
4243,29687,1093,73F7,GenericPCI,pci_ids
4243,29688,1093,73F8,GenericPCI,pci_ids
4243,29689,1093,73F9,GenericPCI,pci_ids
4243,29690,1093,73FA,GenericPCI,pci_ids
4243,29691,1093,73FB,GenericPCI,pci_ids
4243,29700,1093,7404,GenericPCI,pci_ids
4243,29701,1093,7405,GenericPCI,pci_ids
4243,29702,1093,7406,GenericPCI,pci_ids
4243,29710,1093,740E,GenericPCI,pci_ids
4243,29711,1093,740F,GenericPCI,pci_ids
4243,29712,1093,7410,GenericPCI,pci_ids
4243,29713,1093,7411,GenericPCI,pci_ids
4243,29716,1093,7414,GenericPCI,pci_ids
4243,29724,1093,741C,GenericPCI,pci_ids
4243,29725,1093,741D,GenericPCI,pci_ids
4243,29756,1093,743C,GenericPCI,pci_ids
4243,29768,1093,7448,GenericPCI,pci_ids
4243,29780,1093,7454,GenericPCI,pci_ids
4243,29781,1093,7455,GenericPCI,pci_ids
4243,29782,1093,7456,GenericPCI,pci_ids
4243,29783,1093,7457,GenericPCI,pci_ids
4243,29786,1093,745A,GenericPCI,pci_ids
4243,29790,1093,745E,GenericPCI,pci_ids
4243,29791,1093,745F,GenericPCI,pci_ids
4243,29792,1093,7460,GenericPCI,pci_ids
4243,29793,1093,7461,GenericPCI,pci_ids
4243,29805,1093,746D,GenericPCI,pci_ids
4243,29806,1093,746E,GenericPCI,pci_ids
4243,29807,1093,746F,GenericPCI,pci_ids
4243,29810,1093,7472,GenericPCI,pci_ids
4243,29845,1093,7495,GenericPCI,pci_ids
4243,29847,1093,7497,GenericPCI,pci_ids
4243,29870,1093,74AE,GenericPCI,pci_ids
4243,29876,1093,74B4,GenericPCI,pci_ids
4243,29877,1093,74B5,GenericPCI,pci_ids
4243,29889,1093,74C1,GenericPCI,pci_ids
4243,29890,1093,74C2,GenericPCI,pci_ids
4243,29891,1093,74C3,GenericPCI,pci_ids
4243,29892,1093,74C4,GenericPCI,pci_ids
4243,29909,1093,74D5,GenericPCI,pci_ids
4243,29913,1093,74D9,GenericPCI,pci_ids
4243,29914,1093,74DA,GenericPCI,pci_ids
4243,29915,1093,74DB,GenericPCI,pci_ids
4243,29916,1093,74DC,GenericPCI,pci_ids
4243,29928,1093,74E8,GenericPCI,pci_ids
4243,29973,1093,7515,GenericPCI,pci_ids
