vid,did,vid_hex,did_hex,family,source
32902,7453,8086,1D1D,IntelWiFi,pci_ids
32902,7454,8086,1D1E,IntelWiFi,pci_ids
32902,7455,8086,1D1F,IntelWiFi,pci_ids
32902,7456,8086,1D20,IntelWiFi,pci_ids
32902,7458,8086,1D22,IntelWiFi,pci_ids
32902,7460,8086,1D24,IntelWiFi,pci_ids
32902,7461,8086,1D25,IntelWiFi,pci_ids
32902,7462,8086,1D26,IntelWiFi,pci_ids
32902,7469,8086,1D2D,IntelWiFi,pci_ids
32902,7475,8086,1D33,IntelWiFi,pci_ids
32902,7477,8086,1D35,IntelWiFi,pci_ids
32902,7482,8086,1D3A,IntelWiFi,pci_ids
32902,7483,8086,1D3B,IntelWiFi,pci_ids
32902,7484,8086,1D3C,IntelWiFi,pci_ids
32902,7485,8086,1D3D,IntelWiFi,pci_ids
32902,7486,8086,1D3E,IntelWiFi,pci_ids
32902,7487,8086,1D3F,IntelWiFi,pci_ids
32902,7488,8086,1D40,IntelWiFi,pci_ids
32902,7489,8086,1D41,IntelWiFi,pci_ids
32902,7504,8086,1D50,IntelWiFi,pci_ids
32902,7508,8086,1D54,IntelWiFi,pci_ids
32902,7509,8086,1D55,IntelWiFi,pci_ids
32902,7512,8086,1D58,IntelWiFi,pci_ids
32902,7513,8086,1D59,IntelWiFi,pci_ids
32902,7514,8086,1D5A,IntelWiFi,pci_ids
32902,7515,8086,1D5B,IntelWiFi,pci_ids
32902,7516,8086,1D5C,IntelWiFi,pci_ids
32902,7517,8086,1D5D,IntelWiFi,pci_ids
32902,7518,8086,1D5E,IntelWiFi,pci_ids
32902,7519,8086,1D5F,IntelWiFi,pci_ids
32902,7520,8086,1D60,IntelWiFi,pci_ids
32902,7524,8086,1D64,IntelWiFi,pci_ids
32902,7525,8086,1D65,IntelWiFi,pci_ids
32902,7528,8086,1D68,IntelWiFi,pci_ids
32902,7529,8086,1D69,IntelWiFi,pci_ids
32902,7530,8086,1D6A,IntelWiFi,pci_ids
32902,7531,8086,1D6B,IntelWiFi,pci_ids
32902,1175,8086,0497,GenericPCI,pci_ids
32902,7532,8086,1D6C,IntelWiFi,pci_ids
32902,7533,8086,1D6D,IntelWiFi,pci_ids
32902,7534,8086,1D6E,IntelWiFi,pci_ids
32902,7535,8086,1D6F,IntelWiFi,pci_ids
32902,7536,8086,1D70,IntelWiFi,pci_ids
32902,7537,8086,1D71,IntelWiFi,pci_ids
32902,7538,8086,1D72,IntelWiFi,pci_ids
32902,7540,8086,1D74,IntelWiFi,pci_ids
32902,7542,8086,1D76,IntelWiFi,pci_ids
32902,7680,8086,1E00,IntelWiFi,pci_ids
32902,7681,8086,1E01,IntelWiFi,pci_ids
32902,7682,8086,1E02,IntelWiFi,pci_ids
32902,7683,8086,1E03,IntelWiFi,pci_ids
32902,7684,8086,1E04,IntelWiFi,pci_ids
32902,7685,8086,1E05,IntelWiFi,pci_ids
32902,7686,8086,1E06,IntelWiFi,pci_ids
32902,7687,8086,1E07,IntelWiFi,pci_ids
32902,7688,8086,1E08,IntelWiFi,pci_ids
32902,7689,8086,1E09,IntelWiFi,pci_ids
32902,7694,8086,1E0E,IntelWiFi,pci_ids
32902,7696,8086,1E10,IntelWiFi,pci_ids
32902,7698,8086,1E12,IntelWiFi,pci_ids
32902,7700,8086,1E14,IntelWiFi,pci_ids
32902,7702,8086,1E16,IntelWiFi,pci_ids
32902,7704,8086,1E18,IntelWiFi,pci_ids
32902,7706,8086,1E1A,IntelWiFi,pci_ids
32902,7708,8086,1E1C,IntelWiFi,pci_ids
32902,7710,8086,1E1E,IntelWiFi,pci_ids
32902,7712,8086,1E20,IntelWiFi,pci_ids
32902,7714,8086,1E22,IntelWiFi,pci_ids
32902,7716,8086,1E24,IntelWiFi,pci_ids
32902,7717,8086,1E25,IntelWiFi,pci_ids
32902,7718,8086,1E26,IntelWiFi,pci_ids
32902,7725,8086,1E2D,IntelWiFi,pci_ids
32902,7729,8086,1E31,IntelWiFi,pci_ids
32902,7731,8086,1E33,IntelWiFi,pci_ids
32902,7738,8086,1E3A,IntelWiFi,pci_ids
32902,7739,8086,1E3B,IntelWiFi,pci_ids
32902,7740,8086,1E3C,IntelWiFi,pci_ids
32902,7741,8086,1E3D,IntelWiFi,pci_ids
32902,7745,8086,1E41,IntelWiFi,pci_ids
32902,7746,8086,1E42,IntelWiFi,pci_ids
32902,7747,8086,1E43,IntelWiFi,pci_ids
32902,7748,8086,1E44,IntelWiFi,pci_ids
32902,7749,8086,1E45,IntelWiFi,pci_ids
32902,7750,8086,1E46,IntelWiFi,pci_ids
32902,7751,8086,1E47,IntelWiFi,pci_ids
32902,7752,8086,1E48,IntelWiFi,pci_ids
32902,7753,8086,1E49,IntelWiFi,pci_ids
32902,7754,8086,1E4A,IntelWiFi,pci_ids
32902,7755,8086,1E4B,IntelWiFi,pci_ids
32902,7756,8086,1E4C,IntelWiFi,pci_ids
32902,7757,8086,1E4D,IntelWiFi,pci_ids
32902,7758,8086,1E4E,IntelWiFi,pci_ids
32902,7759,8086,1E4F,IntelWiFi,pci_ids
32902,7760,8086,1E50,IntelWiFi,pci_ids
32902,7761,8086,1E51,IntelWiFi,pci_ids
32902,7762,8086,1E52,IntelWiFi,pci_ids
32902,7763,8086,1E53,IntelWiFi,pci_ids
32902,7764,8086,1E54,IntelWiFi,pci_ids
32902,7765,8086,1E55,IntelWiFi,pci_ids
32902,7766,8086,1E56,IntelWiFi,pci_ids
32902,7767,8086,1E57,IntelWiFi,pci_ids
32902,7768,8086,1E58,IntelWiFi,pci_ids
32902,7769,8086,1E59,IntelWiFi,pci_ids
32902,7770,8086,1E5A,IntelWiFi,pci_ids
32902,7771,8086,1E5B,IntelWiFi,pci_ids
32902,7772,8086,1E5C,IntelWiFi,pci_ids
32902,7773,8086,1E5D,IntelWiFi,pci_ids
32902,7774,8086,1E5E,IntelWiFi,pci_ids
32902,7775,8086,1E5F,IntelWiFi,pci_ids
32902,7936,8086,1F00,IntelWiFi,pci_ids
32902,7937,8086,1F01,IntelWiFi,pci_ids
32902,7938,8086,1F02,IntelWiFi,pci_ids
32902,7939,8086,1F03,IntelWiFi,pci_ids
32902,7940,8086,1F04,IntelWiFi,pci_ids
32902,7941,8086,1F05,IntelWiFi,pci_ids
32902,7942,8086,1F06,IntelWiFi,pci_ids
32902,7943,8086,1F07,IntelWiFi,pci_ids
32902,7944,8086,1F08,IntelWiFi,pci_ids
32902,7945,8086,1F09,IntelWiFi,pci_ids
32902,7946,8086,1F0A,IntelWiFi,pci_ids
32902,7947,8086,1F0B,IntelWiFi,pci_ids
32902,7948,8086,1F0C,IntelWiFi,pci_ids
32902,7949,8086,1F0D,IntelWiFi,pci_ids
32902,7950,8086,1F0E,IntelWiFi,pci_ids
32902,7951,8086,1F0F,IntelWiFi,pci_ids
32902,7952,8086,1F10,IntelWiFi,pci_ids
32902,7953,8086,1F11,IntelWiFi,pci_ids
32902,7954,8086,1F12,IntelWiFi,pci_ids
32902,7955,8086,1F13,IntelWiFi,pci_ids
32902,7956,8086,1F14,IntelWiFi,pci_ids
32902,7957,8086,1F15,IntelWiFi,pci_ids
32902,7958,8086,1F16,IntelWiFi,pci_ids
32902,7960,8086,1F18,IntelWiFi,pci_ids
32902,7961,8086,1F19,IntelWiFi,pci_ids
32902,7968,8086,1F20,IntelWiFi,pci_ids
32902,7969,8086,1F21,IntelWiFi,pci_ids
32902,7970,8086,1F22,IntelWiFi,pci_ids
32902,7971,8086,1F23,IntelWiFi,pci_ids
32902,7972,8086,1F24,IntelWiFi,pci_ids
32902,7973,8086,1F25,IntelWiFi,pci_ids
32902,7974,8086,1F26,IntelWiFi,pci_ids
32902,7975,8086,1F27,IntelWiFi,pci_ids
32902,7980,8086,1F2C,IntelWiFi,pci_ids
32902,512,8086,0200,GenericPCI,pci_ids
32902,7982,8086,1F2E,IntelWiFi,pci_ids
32902,7983,8086,1F2F,IntelWiFi,pci_ids
32902,7984,8086,1F30,IntelWiFi,pci_ids
32902,7985,8086,1F31,IntelWiFi,pci_ids
32902,7986,8086,1F32,IntelWiFi,pci_ids
32902,7987,8086,1F33,IntelWiFi,pci_ids
32902,7988,8086,1F34,IntelWiFi,pci_ids
32902,7989,8086,1F35,IntelWiFi,pci_ids
32902,7990,8086,1F36,IntelWiFi,pci_ids
32902,7991,8086,1F37,IntelWiFi,pci_ids
32902,7992,8086,1F38,IntelWiFi,pci_ids
32902,7993,8086,1F39,IntelWiFi,pci_ids
32902,7994,8086,1F3A,IntelWiFi,pci_ids
32902,7995,8086,1F3B,IntelWiFi,pci_ids
32902,7996,8086,1F3C,IntelWiFi,pci_ids
32902,7997,8086,1F3D,IntelWiFi,pci_ids
32902,7998,8086,1F3E,IntelWiFi,pci_ids
32902,8000,8086,1F40,IntelWiFi,pci_ids
32902,8001,8086,1F41,IntelWiFi,pci_ids
32902,8002,8086,1F42,IntelWiFi,pci_ids
32902,8004,8086,1F44,IntelWiFi,pci_ids
32902,8005,8086,1F45,IntelWiFi,pci_ids
32902,8212,8086,2014,IntelWiFi,pci_ids
32902,8213,8086,2015,IntelWiFi,pci_ids
32902,8214,8086,2016,IntelWiFi,pci_ids
32902,8216,8086,2018,IntelWiFi,pci_ids
32902,8218,8086,201A,IntelWiFi,pci_ids
32902,8220,8086,201C,IntelWiFi,pci_ids
32902,8221,8086,201D,IntelWiFi,pci_ids
32902,8224,8086,2020,IntelWiFi,pci_ids
32902,8225,8086,2021,IntelWiFi,pci_ids
32902,8228,8086,2024,IntelWiFi,pci_ids
32902,8229,8086,2025,IntelWiFi,pci_ids
32902,8230,8086,2026,IntelWiFi,pci_ids
32902,8240,8086,2030,IntelWiFi,pci_ids
32902,8241,8086,2031,IntelWiFi,pci_ids
32902,8242,8086,2032,IntelWiFi,pci_ids
32902,8243,8086,2033,IntelWiFi,pci_ids
32902,8244,8086,2034,IntelWiFi,pci_ids
32902,8245,8086,2035,IntelWiFi,pci_ids
32902,8246,8086,2036,IntelWiFi,pci_ids
32902,8256,8086,2040,IntelWiFi,pci_ids
32902,8257,8086,2041,IntelWiFi,pci_ids
32902,8258,8086,2042,IntelWiFi,pci_ids
32902,8259,8086,2043,IntelWiFi,pci_ids
32902,8260,8086,2044,IntelWiFi,pci_ids
32902,8261,8086,2045,IntelWiFi,pci_ids
32902,8262,8086,2046,IntelWiFi,pci_ids
32902,8263,8086,2047,IntelWiFi,pci_ids
32902,8264,8086,2048,IntelWiFi,pci_ids
32902,8265,8086,2049,IntelWiFi,pci_ids
32902,8266,8086,204A,IntelWiFi,pci_ids
32902,8267,8086,204B,IntelWiFi,pci_ids
32902,8268,8086,204C,IntelWiFi,pci_ids
32902,8269,8086,204D,IntelWiFi,pci_ids
32902,8270,8086,204E,IntelWiFi,pci_ids
32902,8276,8086,2054,IntelWiFi,pci_ids
32902,8277,8086,2055,IntelWiFi,pci_ids
32902,8278,8086,2056,IntelWiFi,pci_ids
32902,8279,8086,2057,IntelWiFi,pci_ids
32902,8280,8086,2058,IntelWiFi,pci_ids
32902,8281,8086,2059,IntelWiFi,pci_ids
32902,8294,8086,2066,IntelWiFi,pci_ids
32902,8296,8086,2068,IntelWiFi,pci_ids
32902,8297,8086,2069,IntelWiFi,pci_ids
32902,8298,8086,206A,IntelWiFi,pci_ids
32902,8302,8086,206E,IntelWiFi,pci_ids
32902,8303,8086,206F,IntelWiFi,pci_ids
32902,8312,8086,2078,IntelWiFi,pci_ids
32902,8314,8086,207A,IntelWiFi,pci_ids
32902,8320,8086,2080,IntelWiFi,pci_ids
32902,8321,8086,2081,IntelWiFi,pci_ids
32902,8322,8086,2082,IntelWiFi,pci_ids
32902,8323,8086,2083,IntelWiFi,pci_ids
32902,8324,8086,2084,IntelWiFi,pci_ids
32902,8325,8086,2085,IntelWiFi,pci_ids
32902,8326,8086,2086,IntelWiFi,pci_ids
32902,8328,8086,2088,IntelWiFi,pci_ids
32902,8333,8086,208D,IntelWiFi,pci_ids
32902,8334,8086,208E,IntelWiFi,pci_ids
32902,8768,8086,2240,IntelWiFi,pci_ids
32902,8769,8086,2241,IntelWiFi,pci_ids
32902,8777,8086,2249,IntelWiFi,pci_ids
32902,8778,8086,224A,IntelWiFi,pci_ids
32902,8784,8086,2250,IntelWiFi,pci_ids
32902,8796,8086,225C,IntelWiFi,pci_ids
32902,8797,8086,225D,IntelWiFi,pci_ids
32902,8798,8086,225E,IntelWiFi,pci_ids
32902,8802,8086,2262,IntelWiFi,pci_ids
32902,8832,8086,2280,IntelWiFi,pci_ids
32902,8836,8086,2284,IntelWiFi,pci_ids
32902,8838,8086,2286,IntelWiFi,pci_ids
32902,8842,8086,228A,IntelWiFi,pci_ids
32902,8844,8086,228C,IntelWiFi,pci_ids
32902,8850,8086,2292,IntelWiFi,pci_ids
32902,8852,8086,2294,IntelWiFi,pci_ids
32902,8853,8086,2295,IntelWiFi,pci_ids
32902,8854,8086,2296,IntelWiFi,pci_ids
32902,8856,8086,2298,IntelWiFi,pci_ids
32902,8860,8086,229C,IntelWiFi,pci_ids
32902,8867,8086,22A3,IntelWiFi,pci_ids
32902,8868,8086,22A4,IntelWiFi,pci_ids
32902,8872,8086,22A8,IntelWiFi,pci_ids
32902,8880,8086,22B0,IntelWiFi,pci_ids
32902,8881,8086,22B1,IntelWiFi,pci_ids
32902,8885,8086,22B5,IntelWiFi,pci_ids
32902,8888,8086,22B8,IntelWiFi,pci_ids
32902,8896,8086,22C0,IntelWiFi,pci_ids
32902,8897,8086,22C1,IntelWiFi,pci_ids
32902,8898,8086,22C2,IntelWiFi,pci_ids
32902,8899,8086,22C3,IntelWiFi,pci_ids
32902,8900,8086,22C4,IntelWiFi,pci_ids
32902,8901,8086,22C5,IntelWiFi,pci_ids
32902,8902,8086,22C6,IntelWiFi,pci_ids
32902,8903,8086,22C7,IntelWiFi,pci_ids
32902,8904,8086,22C8,IntelWiFi,pci_ids
32902,8906,8086,22CA,IntelWiFi,pci_ids
32902,8908,8086,22CC,IntelWiFi,pci_ids
32902,8910,8086,22CE,IntelWiFi,pci_ids
32902,8924,8086,22DC,IntelWiFi,pci_ids
32902,8976,8086,2310,IntelWiFi,pci_ids
32902,8995,8086,2323,IntelWiFi,pci_ids
32902,9008,8086,2330,IntelWiFi,pci_ids
32902,9009,8086,2331,IntelWiFi,pci_ids
32902,9010,8086,2332,IntelWiFi,pci_ids
32902,9012,8086,2334,IntelWiFi,pci_ids
32902,9013,8086,2335,IntelWiFi,pci_ids
32902,9026,8086,2342,IntelWiFi,pci_ids
32902,9027,8086,2343,IntelWiFi,pci_ids
32902,9028,8086,2344,IntelWiFi,pci_ids
32902,9029,8086,2345,IntelWiFi,pci_ids
32902,9030,8086,2346,IntelWiFi,pci_ids
32902,9031,8086,2347,IntelWiFi,pci_ids
32902,9032,8086,2348,IntelWiFi,pci_ids
32902,9033,8086,2349,IntelWiFi,pci_ids
32902,9056,8086,2360,IntelWiFi,pci_ids
32902,9060,8086,2364,IntelWiFi,pci_ids
32902,9061,8086,2365,IntelWiFi,pci_ids
32902,9104,8086,2390,IntelWiFi,pci_ids
32902,9121,8086,23A1,IntelWiFi,pci_ids
32902,9123,8086,23A3,IntelWiFi,pci_ids
32902,9126,8086,23A6,IntelWiFi,pci_ids
32902,9136,8086,23B0,IntelWiFi,pci_ids
32902,9137,8086,23B1,IntelWiFi,pci_ids
32902,9138,8086,23B2,IntelWiFi,pci_ids
32902,9140,8086,23B4,IntelWiFi,pci_ids
32902,9141,8086,23B5,IntelWiFi,pci_ids
32902,9154,8086,23C2,IntelWiFi,pci_ids
32902,9155,8086,23C3,IntelWiFi,pci_ids
32902,9156,8086,23C4,IntelWiFi,pci_ids
32902,9157,8086,23C5,IntelWiFi,pci_ids
32902,9158,8086,23C6,IntelWiFi,pci_ids
32902,9159,8086,23C7,IntelWiFi,pci_ids
32902,9160,8086,23C8,IntelWiFi,pci_ids
32902,9161,8086,23C9,IntelWiFi,pci_ids
32902,9184,8086,23E0,IntelWiFi,pci_ids
32902,9188,8086,23E4,IntelWiFi,pci_ids
32902,9189,8086,23E5,IntelWiFi,pci_ids
32902,9232,8086,2410,IntelWiFi,pci_ids
32902,9233,8086,2411,IntelWiFi,pci_ids
32902,9234,8086,2412,IntelWiFi,pci_ids
32902,9235,8086,2413,IntelWiFi,pci_ids
32902,9237,8086,2415,IntelWiFi,pci_ids
32902,4564,8086,11D4,IntelWiFi,pci_ids
32902,9238,8086,2416,IntelWiFi,pci_ids
32902,9240,8086,2418,IntelWiFi,pci_ids
32902,9248,8086,2420,IntelWiFi,pci_ids
32902,9249,8086,2421,IntelWiFi,pci_ids
32902,9250,8086,2422,IntelWiFi,pci_ids
32902,9251,8086,2423,IntelWiFi,pci_ids
32902,9253,8086,2425,IntelWiFi,pci_ids
32902,9254,8086,2426,IntelWiFi,pci_ids
32902,9256,8086,2428,IntelWiFi,pci_ids
32902,9280,8086,2440,IntelWiFi,pci_ids
32902,9282,8086,2442,IntelWiFi,pci_ids
32902,9283,8086,2443,IntelWiFi,pci_ids
32902,9284,8086,2444,IntelWiFi,pci_ids
32902,9285,8086,2445,IntelWiFi,pci_ids
32902,9286,8086,2446,IntelWiFi,pci_ids
32902,9288,8086,2448,IntelWiFi,pci_ids
32902,9289,8086,2449,IntelWiFi,pci_ids
32902,4255,8086,109F,IntelWiFi,pci_ids
32902,4486,8086,1186,IntelWiFi,pci_ids
32902,9290,8086,244A,IntelWiFi,pci_ids
32902,9291,8086,244B,IntelWiFi,pci_ids
32902,9292,8086,244C,IntelWiFi,pci_ids
32902,9294,8086,244E,IntelWiFi,pci_ids
32902,9296,8086,2450,IntelWiFi,pci_ids
32902,9298,8086,2452,IntelWiFi,pci_ids
32902,9299,8086,2453,IntelWiFi,pci_ids
32902,9305,8086,2459,IntelWiFi,pci_ids
32902,9307,8086,245B,IntelWiFi,pci_ids
32902,9309,8086,245D,IntelWiFi,pci_ids
32902,9310,8086,245E,IntelWiFi,pci_ids
32902,9344,8086,2480,IntelWiFi,pci_ids
32902,9346,8086,2482,IntelWiFi,pci_ids
32902,9347,8086,2483,IntelWiFi,pci_ids
32902,9348,8086,2484,IntelWiFi,pci_ids
32902,9349,8086,2485,IntelWiFi,pci_ids
32902,9350,8086,2486,IntelWiFi,pci_ids
32902,4941,8086,134D,IntelWiFi,pci_ids
32902,5361,8086,14F1,IntelWiFi,pci_ids
32902,9351,8086,2487,IntelWiFi,pci_ids
32902,9354,8086,248A,IntelWiFi,pci_ids
32902,9355,8086,248B,IntelWiFi,pci_ids
32902,9356,8086,248C,IntelWiFi,pci_ids
32902,9408,8086,24C0,IntelWiFi,pci_ids
32902,9409,8086,24C1,IntelWiFi,pci_ids
32902,9410,8086,24C2,IntelWiFi,pci_ids
32902,9411,8086,24C3,IntelWiFi,pci_ids
32902,9412,8086,24C4,IntelWiFi,pci_ids
32902,9413,8086,24C5,IntelWiFi,pci_ids
32902,9414,8086,24C6,IntelWiFi,pci_ids
32902,9415,8086,24C7,IntelWiFi,pci_ids
32902,9418,8086,24CA,IntelWiFi,pci_ids
32902,9419,8086,24CB,IntelWiFi,pci_ids
32902,9420,8086,24CC,IntelWiFi,pci_ids
32902,9421,8086,24CD,IntelWiFi,pci_ids
32902,9424,8086,24D0,IntelWiFi,pci_ids
32902,9425,8086,24D1,IntelWiFi,pci_ids
32902,9426,8086,24D2,IntelWiFi,pci_ids
32902,9427,8086,24D3,IntelWiFi,pci_ids
32902,9428,8086,24D4,IntelWiFi,pci_ids
32902,9429,8086,24D5,IntelWiFi,pci_ids
32902,9430,8086,24D6,IntelWiFi,pci_ids
32902,9431,8086,24D7,IntelWiFi,pci_ids
32902,9435,8086,24DB,IntelWiFi,pci_ids
32902,9436,8086,24DC,IntelWiFi,pci_ids
32902,9437,8086,24DD,IntelWiFi,pci_ids
32902,9438,8086,24DE,IntelWiFi,pci_ids
32902,9439,8086,24DF,IntelWiFi,pci_ids
32902,9456,8086,24F0,IntelWiFi,pci_ids
32902,7352,8086,1CB8,IntelWiFi,pci_ids
32902,17230,8086,434E,GenericPCI,pci_ids
32902,9457,8086,24F1,IntelWiFi,pci_ids
32902,9459,8086,24F3,IntelWiFi,pci_ids
32902,9460,8086,24F4,IntelWiFi,pci_ids
32902,9467,8086,24FB,IntelWiFi,pci_ids
32902,9469,8086,24FD,IntelWiFi,pci_ids
32902,9472,8086,2500,IntelWiFi,pci_ids
32902,9473,8086,2501,IntelWiFi,pci_ids
32902,9483,8086,250B,IntelWiFi,pci_ids
32902,9487,8086,250F,IntelWiFi,pci_ids
32902,9504,8086,2520,IntelWiFi,pci_ids
32902,9505,8086,2521,IntelWiFi,pci_ids
32902,9506,8086,2522,IntelWiFi,pci_ids
32902,9509,8086,2525,IntelWiFi,pci_ids
32902,9510,8086,2526,IntelWiFi,pci_ids
32902,9520,8086,2530,IntelWiFi,pci_ids
32902,9521,8086,2531,IntelWiFi,pci_ids
32902,9522,8086,2532,IntelWiFi,pci_ids
32902,9523,8086,2533,IntelWiFi,pci_ids
32902,9524,8086,2534,IntelWiFi,pci_ids
32902,9536,8086,2540,IntelWiFi,pci_ids
32902,9537,8086,2541,IntelWiFi,pci_ids
32902,9539,8086,2543,IntelWiFi,pci_ids
32902,9540,8086,2544,IntelWiFi,pci_ids
32902,9541,8086,2545,IntelWiFi,pci_ids
32902,9542,8086,2546,IntelWiFi,pci_ids
32902,9543,8086,2547,IntelWiFi,pci_ids
32902,9544,8086,2548,IntelWiFi,pci_ids
32902,9548,8086,254C,IntelWiFi,pci_ids
32902,9552,8086,2550,IntelWiFi,pci_ids
32902,9553,8086,2551,IntelWiFi,pci_ids
32902,9554,8086,2552,IntelWiFi,pci_ids
32902,9555,8086,2553,IntelWiFi,pci_ids
32902,9556,8086,2554,IntelWiFi,pci_ids
32902,9565,8086,255D,IntelWiFi,pci_ids
32902,9568,8086,2560,IntelWiFi,pci_ids
32902,9569,8086,2561,IntelWiFi,pci_ids
32902,9570,8086,2562,IntelWiFi,pci_ids
32902,9584,8086,2570,IntelWiFi,pci_ids
32902,9585,8086,2571,IntelWiFi,pci_ids
32902,9586,8086,2572,IntelWiFi,pci_ids
32902,9587,8086,2573,IntelWiFi,pci_ids
32902,9590,8086,2576,IntelWiFi,pci_ids
32902,9592,8086,2578,IntelWiFi,pci_ids
32902,9593,8086,2579,IntelWiFi,pci_ids
32902,9595,8086,257B,IntelWiFi,pci_ids
32902,9598,8086,257E,IntelWiFi,pci_ids
32902,9600,8086,2580,IntelWiFi,pci_ids
32902,9601,8086,2581,IntelWiFi,pci_ids
32902,9602,8086,2582,IntelWiFi,pci_ids
32902,9604,8086,2584,IntelWiFi,pci_ids
32902,9605,8086,2585,IntelWiFi,pci_ids
32902,9608,8086,2588,IntelWiFi,pci_ids
32902,9609,8086,2589,IntelWiFi,pci_ids
32902,9610,8086,258A,IntelWiFi,pci_ids
32902,9616,8086,2590,IntelWiFi,pci_ids
32902,41732,8086,A304,GenericPCI,pci_ids
32902,9617,8086,2591,IntelWiFi,pci_ids
32902,9618,8086,2592,IntelWiFi,pci_ids
32902,9633,8086,25A1,IntelWiFi,pci_ids
32902,9634,8086,25A2,IntelWiFi,pci_ids
32902,9635,8086,25A3,IntelWiFi,pci_ids
32902,9636,8086,25A4,IntelWiFi,pci_ids
32902,9638,8086,25A6,IntelWiFi,pci_ids
32902,9639,8086,25A7,IntelWiFi,pci_ids
32902,9641,8086,25A9,IntelWiFi,pci_ids
32902,9642,8086,25AA,IntelWiFi,pci_ids
32902,9643,8086,25AB,IntelWiFi,pci_ids
32902,9644,8086,25AC,IntelWiFi,pci_ids
32902,9645,8086,25AD,IntelWiFi,pci_ids
32902,9646,8086,25AE,IntelWiFi,pci_ids
32902,9648,8086,25B0,IntelWiFi,pci_ids
32902,9664,8086,25C0,IntelWiFi,pci_ids
32902,9680,8086,25D0,IntelWiFi,pci_ids
32902,9684,8086,25D4,IntelWiFi,pci_ids
32902,9688,8086,25D8,IntelWiFi,pci_ids
32902,9698,8086,25E2,IntelWiFi,pci_ids
32902,9699,8086,25E3,IntelWiFi,pci_ids
32902,9700,8086,25E4,IntelWiFi,pci_ids
32902,9701,8086,25E5,IntelWiFi,pci_ids
32902,9702,8086,25E6,IntelWiFi,pci_ids
32902,9703,8086,25E7,IntelWiFi,pci_ids
32902,9712,8086,25F0,IntelWiFi,pci_ids
32902,9713,8086,25F1,IntelWiFi,pci_ids
32902,9715,8086,25F3,IntelWiFi,pci_ids
32902,9717,8086,25F5,IntelWiFi,pci_ids
32902,9718,8086,25F6,IntelWiFi,pci_ids
32902,9719,8086,25F7,IntelWiFi,pci_ids
32902,9720,8086,25F8,IntelWiFi,pci_ids
32902,9721,8086,25F9,IntelWiFi,pci_ids
32902,9722,8086,25FA,IntelWiFi,pci_ids
32902,9728,8086,2600,IntelWiFi,pci_ids
32902,9729,8086,2601,IntelWiFi,pci_ids
32902,9730,8086,2602,IntelWiFi,pci_ids
32902,9731,8086,2603,IntelWiFi,pci_ids
32902,9732,8086,2604,IntelWiFi,pci_ids
32902,9733,8086,2605,IntelWiFi,pci_ids
32902,9734,8086,2606,IntelWiFi,pci_ids
32902,9735,8086,2607,IntelWiFi,pci_ids
32902,9736,8086,2608,IntelWiFi,pci_ids
32902,9737,8086,2609,IntelWiFi,pci_ids
32902,9738,8086,260A,IntelWiFi,pci_ids
32902,9740,8086,260C,IntelWiFi,pci_ids
32902,9744,8086,2610,IntelWiFi,pci_ids
32902,9745,8086,2611,IntelWiFi,pci_ids
32902,9746,8086,2612,IntelWiFi,pci_ids
32902,9747,8086,2613,IntelWiFi,pci_ids
32902,9748,8086,2614,IntelWiFi,pci_ids
32902,9749,8086,2615,IntelWiFi,pci_ids
32902,9751,8086,2617,IntelWiFi,pci_ids
32902,9752,8086,2618,IntelWiFi,pci_ids
32902,9753,8086,2619,IntelWiFi,pci_ids
32902,9754,8086,261A,IntelWiFi,pci_ids
32902,9755,8086,261B,IntelWiFi,pci_ids
32902,9756,8086,261C,IntelWiFi,pci_ids
32902,9757,8086,261D,IntelWiFi,pci_ids
32902,9758,8086,261E,IntelWiFi,pci_ids
32902,9760,8086,2620,IntelWiFi,pci_ids
32902,9761,8086,2621,IntelWiFi,pci_ids
32902,9762,8086,2622,IntelWiFi,pci_ids
32902,9763,8086,2623,IntelWiFi,pci_ids
32902,9764,8086,2624,IntelWiFi,pci_ids
32902,9765,8086,2625,IntelWiFi,pci_ids
32902,9766,8086,2626,IntelWiFi,pci_ids
32902,9767,8086,2627,IntelWiFi,pci_ids
32902,9792,8086,2640,IntelWiFi,pci_ids
32902,9793,8086,2641,IntelWiFi,pci_ids
32902,9794,8086,2642,IntelWiFi,pci_ids
32902,9809,8086,2651,IntelWiFi,pci_ids
32902,9810,8086,2652,IntelWiFi,pci_ids
32902,9811,8086,2653,IntelWiFi,pci_ids
32902,9816,8086,2658,IntelWiFi,pci_ids
32902,9817,8086,2659,IntelWiFi,pci_ids
32902,9818,8086,265A,IntelWiFi,pci_ids
32902,9819,8086,265B,IntelWiFi,pci_ids
32902,9820,8086,265C,IntelWiFi,pci_ids
32902,9824,8086,2660,IntelWiFi,pci_ids
32902,9826,8086,2662,IntelWiFi,pci_ids
32902,9828,8086,2664,IntelWiFi,pci_ids
32902,9830,8086,2666,IntelWiFi,pci_ids
32902,9832,8086,2668,IntelWiFi,pci_ids
32902,9834,8086,266A,IntelWiFi,pci_ids
32902,9836,8086,266C,IntelWiFi,pci_ids
32902,9837,8086,266D,IntelWiFi,pci_ids
32902,9838,8086,266E,IntelWiFi,pci_ids
32902,5421,8086,152D,IntelWiFi,pci_ids
32902,9839,8086,266F,IntelWiFi,pci_ids
32902,9840,8086,2670,IntelWiFi,pci_ids
